QLIKE_garch,QLIKE_const,MSE_garch_x1e6,MSE_const_x1e6,fold
-6.590916697667663,-6.622205002887295,0.44936443693937633,0.4344098880924074,0
-6.539249746144213,-6.548654557780559,0.649819024497635,0.6448589674903037,1
-6.414792040728983,-6.4494777667493715,0.6451189641006996,0.6269672201973456,2
-6.601794255261807,-6.595891813992362,0.5541261268076982,0.5552783296890853,3
-6.393734935036203,-6.374409266075635,1.1543179392589469,1.167769293008282,4
