data,geada_risco_Machado,geada_risco_Manhuacu,geada_risco_Patrocinio,geada_risco_Varginha,graus_frio_Machado,graus_frio_Manhuacu,graus_frio_Patrocinio,graus_frio_Varginha,precip_mm_sum_Machado,precip_mm_sum_Manhuacu,precip_mm_sum_Patrocinio,precip_mm_sum_Varginha,pressao_mB_mean_Machado,pressao_mB_mean_Manhuacu,pressao_mB_mean_Patrocinio,pressao_mB_mean_Varginha,radiacao_kJm2_sum_Machado,radiacao_kJm2_sum_Manhuacu,radiacao_kJm2_sum_Patrocinio,radiacao_kJm2_sum_Varginha,temp_ar_C_mean_Machado,temp_ar_C_mean_Manhuacu,temp_ar_C_mean_Patrocinio,temp_ar_C_mean_Varginha,temp_max_C_max_Machado,temp_max_C_max_Manhuacu,temp_max_C_max_Patrocinio,temp_max_C_max_Varginha,temp_min_C_min_Machado,temp_min_C_min_Manhuacu,temp_min_C_min_Patrocinio,temp_min_C_min_Varginha,umidade_pct_mean_Machado,umidade_pct_mean_Manhuacu,umidade_pct_mean_Patrocinio,umidade_pct_mean_Varginha,vento_rajada_ms_max_Machado,vento_rajada_ms_max_Manhuacu,vento_rajada_ms_max_Patrocinio,vento_rajada_ms_max_Varginha,vento_vel_ms_mean_Machado,vento_vel_ms_mean_Manhuacu,vento_vel_ms_mean_Patrocinio,vento_vel_ms_mean_Varginha
2019-01-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.4916666666668,924.2791666666668,907.8666666666668,908.7960317460316,26975.6,29595.6,19341.2,0.0,24.691666666666663,23.391666666666666,22.320833333333336,20.23174603174603,31.4,29.5,30.7,22.444444444444443,18.5,18.1,17.8,18.733333333333334,61.04166666666666,71.95833333333333,76.0,86.5095238095238,7.6,7.4,7.4,4.088888888888889,1.7833333333333332,1.6916666666666669,0.7208333333333333,0.5165079365079365
2019-01-12,0,0,0,0,0.0,0.0,0.0,0.0,1.8,0.6,0.0,0.0,907.1083333333332,923.6666666666666,907.1916666666666,908.7950396825396,24108.9,19539.7,21831.7,0.0,23.15833333333333,23.02083333333333,22.516666666666666,20.339682539682542,31.5,28.7,31.2,22.630555555555556,18.7,18.7,16.6,18.791666666666668,72.29166666666667,76.66666666666667,76.29166666666667,86.23690476190475,16.4,6.1,6.5,4.311111111111112,2.375,1.6375,0.65,0.5606349206349206
2019-01-13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.55,924.2583333333332,907.1916666666666,908.7940476190475,26787.7,35029.1,17037.0,0.0,23.3,23.1875,22.7,20.44761904761905,30.0,29.4,31.5,22.816666666666666,18.8,17.9,17.9,18.85,71.95833333333333,67.58333333333333,77.625,85.96428571428571,12.7,7.8,8.7,4.533333333333333,1.7958333333333334,1.9375,0.5083333333333333,0.6047619047619048
2019-01-14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.1583333333332,924.3458333333332,907.2375,908.7930555555555,27483.4,24816.8,24071.2,0.0,24.45833333333333,23.20833333333333,23.054166666666664,20.555555555555557,31.1,29.5,31.1,23.002777777777776,18.7,18.8,16.0,18.908333333333335,66.66666666666667,70.54166666666667,70.04166666666667,85.69166666666666,7.0,7.4,6.7,4.7555555555555555,1.4333333333333331,1.725,0.8291666666666666,0.6488888888888888
2019-01-15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.3375,924.3791666666666,907.6125,908.7920634920634,28019.4,28881.8,26616.7,0.0,24.73333333333333,24.0,23.566666666666663,20.663492063492065,31.7,31.0,31.8,23.188888888888886,19.4,19.3,15.4,18.96666666666667,68.375,69.0,67.33333333333333,85.41904761904762,10.2,10.3,6.6,4.977777777777778,2.370833333333333,1.5041666666666669,0.6583333333333333,0.6930158730158731
2019-01-16,0,0,0,0,0.0,0.0,0.0,0.0,10.2,0.6000000000000001,0.0,0.0,908.1,924.5833333333334,908.0833333333334,908.7910714285714,24505.6,28343.6,21899.8,0.0,23.854166666666668,24.016666666666666,23.879166666666663,20.771428571428572,31.7,31.4,32.6,23.375,19.0,17.6,16.7,19.025,69.625,74.91666666666667,70.0,85.14642857142857,12.9,8.4,13.2,5.2,2.7583333333333333,1.4875,1.0541666666666667,0.7371428571428571
2019-01-17,0,0,0,0,0.0,0.0,0.0,0.0,7.0,17.2,6.0,0.0,907.7875,923.8666666666668,907.825,908.7900793650794,28977.4,28790.2,20744.2,0.0,23.5625,23.3375,22.65833333333333,20.87936507936508,30.5,30.7,29.9,23.56111111111111,18.1,17.3,17.5,19.083333333333332,73.54166666666667,73.875,72.66666666666667,84.87380952380953,9.6,15.6,9.8,5.4222222222222225,2.0541666666666667,1.7875,1.4375,0.7812698412698413
2019-01-18,0,0,0,0,0.0,0.0,0.0,0.0,15.6,0.2,0.0,0.0,906.3416666666668,923.0708333333332,907.1458333333334,908.7890873015872,29962.2,31861.2,28911.0,0.0,25.004166666666663,23.129166666666663,23.016666666666666,20.987301587301587,32.1,30.3,31.1,23.74722222222222,18.8,16.5,16.8,19.141666666666666,68.16666666666667,77.75,67.70833333333333,84.60119047619047,14.1,8.1,9.2,5.644444444444444,2.4541666666666666,1.5375,1.6791666666666665,0.8253968253968255
2019-01-19,0,0,0,0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,905.5958333333332,922.7166666666668,905.95,908.7880952380951,26112.7,35180.1,27672.0,0.0,23.7875,23.570833333333336,23.53333333333333,21.095238095238095,30.9,30.5,32.4,23.933333333333334,18.9,18.6,14.9,19.2,77.83333333333333,69.5,66.66666666666667,84.32857142857142,14.0,8.5,9.9,5.866666666666667,1.9125,2.0500000000000003,0.5583333333333333,0.8695238095238096
2019-01-20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,906.4208333333332,923.25,906.7541666666666,908.7871031746031,21109.7,32211.0,25910.9,0.0,23.191666666666663,24.241666666666664,23.479166666666668,21.203174603174602,30.7,31.6,31.7,24.119444444444444,19.5,16.7,19.1,19.258333333333333,74.79166666666667,67.54166666666667,77.54166666666667,84.05595238095238,12.8,7.2,7.2,6.088888888888889,1.6541666666666668,1.8666666666666665,0.9833333333333334,0.9136507936507938
2019-01-21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.4958333333334,924.5333333333332,907.4875,908.786111111111,17850.2,25623.7,24144.5,0.0,23.72083333333333,23.7,23.866666666666664,21.31111111111111,30.1,29.8,31.4,24.305555555555554,19.8,19.9,16.5,19.316666666666666,78.70833333333333,69.41666666666667,74.16666666666667,83.78333333333333,10.1,7.7,8.0,6.311111111111111,1.3041666666666667,2.5541666666666667,0.7166666666666667,0.9577777777777778
2019-01-22,0,0,0,0,0.0,0.0,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,907.8791666666666,924.525,907.6208333333334,908.785119047619,20441.2,25362.1,20776.5,0.0,23.25,22.9625,24.70833333333333,21.41904761904762,31.5,27.4,31.3,24.491666666666667,19.1,18.6,20.0,19.375,79.41666666666667,74.20833333333333,73.29166666666667,83.51071428571429,10.0,7.6,6.7,6.533333333333333,1.7583333333333335,2.3416666666666663,0.8708333333333335,1.001904761904762
2019-01-23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.2708333333334,924.2958333333332,906.9625,908.7841269841269,27499.0,39508.1,25392.8,0.0,24.73333333333333,23.05,23.891666666666666,21.52698412698413,30.9,29.2,32.1,24.677777777777777,19.5,18.8,17.4,19.433333333333334,71.625,67.70833333333333,71.58333333333333,83.23809523809524,9.6,10.1,7.0,6.7555555555555555,1.6916666666666669,2.55,0.5916666666666667,1.046031746031746
2019-01-24,0,0,0,0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,906.6291666666666,923.9208333333332,906.2166666666668,908.7831349206349,22847.2,38768.8,28253.2,0.0,24.254166666666663,22.804166666666664,24.1,21.634920634920636,30.7,28.6,31.9,24.863888888888887,19.3,16.3,16.6,19.491666666666667,75.41666666666667,69.58333333333333,64.16666666666667,82.9654761904762,8.4,10.9,7.3,6.977777777777778,2.225,2.904166666666667,0.8083333333333332,1.0901587301587303
