data,geada_risco_Machado,geada_risco_Manhuacu,geada_risco_Patrocinio,geada_risco_Varginha,graus_frio_Machado,graus_frio_Manhuacu,graus_frio_Patrocinio,graus_frio_Varginha,precip_mm_sum_Machado,precip_mm_sum_Manhuacu,precip_mm_sum_Patrocinio,precip_mm_sum_Varginha,pressao_mB_mean_Machado,pressao_mB_mean_Manhuacu,pressao_mB_mean_Patrocinio,pressao_mB_mean_Varginha,radiacao_kJm2_sum_Machado,radiacao_kJm2_sum_Manhuacu,radiacao_kJm2_sum_Patrocinio,radiacao_kJm2_sum_Varginha,temp_ar_C_mean_Machado,temp_ar_C_mean_Manhuacu,temp_ar_C_mean_Patrocinio,temp_ar_C_mean_Varginha,temp_max_C_max_Machado,temp_max_C_max_Manhuacu,temp_max_C_max_Patrocinio,temp_max_C_max_Varginha,temp_min_C_min_Machado,temp_min_C_min_Manhuacu,temp_min_C_min_Patrocinio,temp_min_C_min_Varginha,umidade_pct_mean_Machado,umidade_pct_mean_Manhuacu,umidade_pct_mean_Patrocinio,umidade_pct_mean_Varginha,vento_rajada_ms_max_Machado,vento_rajada_ms_max_Manhuacu,vento_rajada_ms_max_Patrocinio,vento_rajada_ms_max_Varginha,vento_vel_ms_mean_Machado,vento_vel_ms_mean_Manhuacu,vento_vel_ms_mean_Patrocinio,vento_vel_ms_mean_Varginha
2019-04-28,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,904.4833333333332,921.4458333333332,905.6875,907.4625,18279.8,20904.1,19383.0,17768.4,22.95,21.070833333333333,21.495833333333334,22.2375,28.9,28.5,29.3,28.9,18.1,15.1,14.1,16.7,69.29166666666667,79.29166666666667,77.0,70.45833333333333,15.1,7.4,9.4,10.3,1.75,1.1791666666666667,1.3916666666666666,1.6125
2019-04-29,0,0,0,0,0.0,0.0,0.0,0.0,5.2,10.0,0.0,0.0,904.7666666666668,920.3791666666666,905.3833333333332,907.7541666666666,16523.7,20177.3,14721.7,15741.9,20.641666666666666,21.04583333333333,21.579166666666666,20.791666666666668,26.7,28.2,28.2,26.8,17.3,16.2,17.3,17.4,77.125,81.95833333333333,79.70833333333333,75.41666666666667,13.8,9.8,7.9,8.2,1.7708333333333333,1.2916666666666667,0.8250000000000001,1.2416666666666667
2019-04-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0625,923.4916666666668,906.9125,909.9833333333332,19846.0,20753.9,20409.9,20224.6,20.10833333333333,21.39583333333333,20.904166666666665,19.7375,25.6,26.5,29.8,27.1,15.3,17.3,13.8,13.2,68.91666666666667,78.625,66.04166666666667,68.91666666666667,5.9,6.1,5.9,5.1,1.3083333333333331,1.5166666666666666,0.6333333333333333,0.8624999999999999
2019-05-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,906.825,923.8125,906.9458333333332,909.6708333333332,14890.1,14659.2,15035.9,16506.1,20.391666666666666,20.779166666666665,20.2375,20.2,26.0,26.1,29.0,27.4,14.9,18.2,11.9,14.0,67.375,82.08333333333333,77.0,71.08333333333333,5.1,7.5,6.3,7.4,1.1916666666666669,1.2833333333333334,0.6833333333333332,1.3916666666666666
2019-05-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,905.9208333333332,922.975,906.125,908.8541666666666,11546.0,7703.6,7834.7,10200.1,21.091666666666665,20.60833333333333,20.3375,20.4875,25.5,24.0,26.0,26.6,17.4,18.2,16.1,16.8,70.25,88.20833333333333,90.91666666666669,75.29166666666667,4.1,4.9,7.5,3.3,0.5208333333333334,1.1291666666666669,0.7999999999999999,0.7083333333333334
2019-05-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,907.3291666666668,923.9416666666666,907.2875,910.3166666666666,15703.0,12388.5,13707.1,12074.9,21.71666666666667,20.966666666666665,21.954166666666666,20.891666666666666,26.9,25.2,28.4,27.5,17.3,17.6,17.9,16.2,78.5,89.0,84.04166666666667,80.25,4.7,6.1,8.6,4.6,0.8708333333333332,1.0791666666666666,1.0,0.9583333333333334
2019-05-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,908.6166666666668,925.1333333333332,908.4083333333332,911.5333333333332,15711.9,20081.0,15597.1,12673.9,22.291666666666668,21.8625,21.6125,21.5625,29.0,28.0,28.1,28.8,18.7,18.4,18.1,17.7,79.375,81.29166666666667,85.41666666666667,80.875,10.0,6.7,5.2,4.8,1.4166666666666667,1.6166666666666665,0.5875,1.3458333333333332
2019-05-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.0458333333332,925.625,908.5041666666666,911.8916666666668,13986.5,21857.1,14285.3,13982.6,21.695833333333336,21.15,20.90833333333333,21.945833333333336,26.5,26.2,28.2,27.4,18.3,17.3,16.4,18.2,76.625,77.70833333333333,84.75,71.95833333333333,5.6,8.8,6.0,7.0,1.4125,1.6208333333333331,0.4166666666666667,2.1083333333333334
2019-05-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2958333333332,925.03,908.4541666666668,911.2333333333332,17095.0,18618.6,16625.4,17669.2,21.804166666666664,23.86,21.15833333333333,21.4125,27.2,27.1,29.0,27.7,17.5,19.9,15.6,16.1,73.625,64.4,79.70833333333333,70.875,5.4,5.9,6.2,5.2,0.7541666666666668,1.97,0.7041666666666666,0.9625
2019-05-07,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,907.025,922.9,907.075,909.8541666666666,14615.3,24624.4,15960.9,15949.6,21.133333333333333,23.95625,21.704166666666666,21.05,27.6,29.1,29.8,27.9,16.7,18.2,15.4,15.7,80.04166666666667,66.875,79.0,75.95833333333333,10.3,5.5,4.3,4.7,1.65,1.64375,0.3291666666666666,0.7416666666666667
2019-05-08,0,0,0,0,0.0,0.0,0.0,0.0,0.2,13.2,0.0,0.0,907.9583333333334,924.6333333333332,907.2333333333332,910.9208333333332,17649.7,6340.5,16413.0,14717.6,21.091666666666665,19.28333333333333,21.90416666666667,20.1375,26.3,23.5,29.8,26.8,16.8,17.4,16.0,15.7,77.20833333333333,91.375,77.29166666666667,78.16666666666667,7.4,6.4,5.5,7.4,2.004166666666667,1.4458333333333335,0.375,1.8541666666666667
2019-05-09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.6875,924.8875,906.7791666666668,910.5541666666668,10739.7,8503.300000000001,15561.4,9947.8,18.575,18.104166666666668,20.8875,18.758333333333333,23.8,21.6,27.3,23.6,14.9,15.9,16.5,14.2,82.70833333333333,84.66666666666667,83.54166666666667,78.83333333333333,6.2,4.6,6.6,7.7,1.5958333333333332,1.2541666666666669,0.9541666666666666,1.575
2019-05-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,906.3458333333332,923.4458333333332,905.8958333333334,909.3125,4881.0,9106.9,14892.4,5635.6,18.52083333333333,18.425,20.8875,18.6125,21.2,22.3,28.5,21.9,16.3,14.8,16.8,15.5,90.04166666666667,87.08333333333333,85.45833333333333,86.66666666666667,3.6,3.8,8.8,5.0,0.7999999999999999,0.7083333333333334,0.7999999999999999,0.8375
2019-05-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,906.3166666666666,923.25,906.2833333333332,909.2291666666666,14126.1,13449.8,13990.3,12020.4,20.75,19.1375,20.304166666666667,19.766666666666666,25.7,25.1,28.1,26.5,17.3,16.0,15.9,15.6,83.33333333333333,84.33333333333333,87.625,83.75,6.1,5.1,6.2,4.3,0.8583333333333334,1.05,0.6708333333333334,0.775
2019-05-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,907.7583333333332,924.3916666666668,907.8666666666668,910.6791666666668,15126.5,22593.0,17254.2,15818.8,22.120833333333334,20.058333333333334,21.241666666666667,21.54583333333333,27.5,27.2,29.8,28.4,17.1,14.7,15.3,15.9,78.41666666666667,80.125,80.29166666666667,77.29166666666667,5.6,5.7,4.8,5.1,0.875,0.7791666666666667,0.3125,0.525
2019-05-13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.6791666666668,924.5458333333332,908.5166666666668,911.5333333333332,15148.9,18780.7,18509.5,10717.2,22.516666666666666,20.854166666666668,22.429166666666664,21.84166666666667,28.0,28.7,30.3,28.3,18.8,14.4,16.4,17.8,77.25,78.04166666666667,75.0,77.75,5.8,7.0,5.5,4.0,1.5208333333333333,1.0208333333333333,0.325,0.7416666666666667
2019-05-14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0666666666666,923.2208333333332,907.3958333333334,909.9625,15197.3,19555.8,14522.4,14807.3,22.5875,21.291666666666668,21.575,21.891666666666666,28.2,27.8,29.0,28.5,18.1,16.8,14.9,17.2,75.625,80.54166666666667,81.29166666666667,75.83333333333333,5.5,6.8,6.0,5.9,1.2833333333333334,1.1375,0.5833333333333334,0.6333333333333333
2019-05-15,0,0,0,0,0.0,0.0,0.0,0.0,5.2,2.4,38.6,0.0,906.5083333333332,922.7,906.7416666666668,909.3333333333334,14668.6,12079.0,11914.9,13705.4,20.3125,19.875,20.1625,20.7375,25.8,26.8,26.5,27.0,17.0,16.8,16.9,16.6,79.625,86.33333333333333,89.125,78.20833333333333,11.9,7.4,8.8,9.6,2.0125,1.6458333333333333,0.7625000000000001,1.6708333333333334
2019-05-16,0,0,0,0,0.0,0.0,0.0,0.0,0.4,1.8,2.6,0.0,908.6125,924.7083333333334,907.8583333333332,911.525,13694.4,12615.0,4416.4,11405.5,18.84583333333333,19.15,17.654166666666665,18.92083333333333,23.6,22.9,20.4,23.5,14.7,16.9,15.5,14.3,77.70833333333333,83.33333333333333,94.5,78.375,9.4,7.0,4.2,7.3,2.2333333333333334,1.8833333333333333,0.4125,1.7708333333333333
2019-05-17,0,0,0,0,0.0,0.0,0.0,0.0,27.0,3.8,15.0,0.0,908.6958333333332,924.725,907.9416666666666,911.5833333333334,7736.099999999999,6416.6,5611.1,7498.7,16.891666666666666,17.733333333333334,17.141666666666666,17.3625,20.6,21.3,20.3,21.0,14.6,15.7,15.5,15.2,89.375,87.875,94.58333333333331,86.75,8.6,5.7,5.3,8.5,1.6375,1.2458333333333331,0.5666666666666667,1.6958333333333335
2019-05-18,0,0,0,0,0.0,0.0,0.0,0.0,57.8,2.0,0.2,0.0,908.0833333333334,924.6541666666668,907.7041666666668,911.0541666666668,9772.6,10679.2,15028.2,8554.4,16.916666666666668,18.279166666666665,18.316666666666663,16.808333333333334,21.9,21.4,24.7,22.3,15.0,16.2,13.8,14.6,90.625,87.91666666666667,84.70833333333333,90.75,7.5,5.9,6.4,5.0,1.4041666666666668,1.3583333333333334,0.75,1.4166666666666667
2019-05-19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,907.7541666666666,924.0458333333332,907.7416666666668,910.6291666666666,11968.1,19148.0,18238.4,15391.4,18.40833333333333,19.166666666666668,17.629166666666666,18.64583333333333,23.7,25.1,26.5,24.7,15.2,14.8,10.5,14.7,80.95833333333333,83.5,79.16666666666667,79.95833333333333,5.4,4.8,5.2,5.5,0.8458333333333333,1.0541666666666667,0.5291666666666667,0.925
2019-05-20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,907.4166666666666,923.6125,907.6125,910.4958333333334,16204.5,23775.4,19360.5,13050.6,18.4,18.879166666666663,17.654166666666665,17.129166666666666,23.9,26.4,26.9,24.0,12.9,12.8,9.4,11.9,79.66666666666667,77.70833333333333,72.83333333333333,82.75,6.4,7.0,7.0,6.5,1.1958333333333333,1.175,0.7000000000000001,0.5625
2019-05-21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.4375,923.7833333333332,907.6041666666666,910.4458333333332,17953.9,23168.7,18699.7,18508.0,19.416666666666668,18.76666666666667,18.729166666666668,18.2375,25.5,26.5,28.2,25.9,15.1,11.3,9.9,11.5,68.83333333333333,76.0,74.375,72.0,7.8,8.4,9.6,9.9,1.2375,1.1958333333333333,0.7166666666666667,0.7666666666666666
2019-05-22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.1208333333334,923.5541666666668,907.4541666666668,910.175,18190.8,22670.5,17772.899999999998,18798.1,19.425,18.620833333333334,18.98333333333333,17.912499999999998,25.6,26.1,27.9,25.7,14.4,12.2,11.4,11.1,57.04166666666666,78.70833333333333,75.41666666666667,67.79166666666667,5.1,6.1,8.4,8.2,0.7708333333333334,1.0208333333333333,0.5291666666666667,0.45
2019-05-23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.3875,922.8833333333332,906.7083333333334,909.4083333333332,17457.6,20539.4,17032.2,17973.899999999998,19.6375,19.4625,19.5625,17.783333333333335,26.1,27.0,28.5,26.5,13.6,13.0,12.8,10.3,60.083333333333336,76.54166666666667,74.45833333333333,68.91666666666667,6.2,6.6,10.6,7.0,0.5333333333333333,1.1083333333333334,0.7000000000000001,0.5291666666666667
2019-05-24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.5208333333334,921.7625,905.9625,907.5541666666668,13321.3,18991.7,17031.5,13566.6,20.166666666666668,19.6375,20.175,19.804166666666667,25.7,27.7,28.3,26.2,15.6,13.5,13.3,13.3,68.875,79.16666666666667,72.25,69.125,9.3,7.0,8.5,9.6,1.1833333333333331,1.2458333333333331,1.4,1.3958333333333333
2019-05-25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.3083333333334,921.5416666666666,906.825,909.3041666666668,16789.5,20257.3,17197.5,16739.100000000002,15.641666666666666,20.258333333333333,18.066666666666663,15.991666666666667,21.3,27.4,25.1,20.5,11.7,15.2,12.4,10.1,66.29166666666667,78.625,81.54166666666667,67.875,9.9,9.8,7.0,8.5,2.145833333333333,1.3833333333333335,1.1666666666666667,2.066666666666667
2019-05-26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.8791666666666,923.9458333333332,907.5333333333332,910.8125,18449.5,20109.9,18563.5,19187.5,16.029166666666665,19.766666666666666,17.2625,15.1375,22.7,26.9,27.3,25.1,10.1,14.3,9.4,6.7,58.833333333333336,72.04166666666667,79.41666666666667,62.5,6.0,5.2,8.4,5.5,1.3416666666666668,1.3,0.5625,0.9375
2019-05-27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,908.1291666666666,924.9958333333334,907.8875,911.1041666666666,18026.7,16176.1,18679.5,18527.0,18.133333333333333,19.60833333333333,18.2875,16.841666666666665,24.8,26.0,29.0,25.9,11.8,15.3,9.0,8.8,51.833333333333336,78.04166666666667,72.58333333333333,61.66666666666666,4.7,7.2,5.3,5.1,0.7208333333333333,1.4916666666666665,0.3875,0.9166666666666666
2019-05-28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.3541666666666,924.4125,907.6208333333334,910.3416666666668,16836.6,19283.3,16625.6,17267.9,19.6875,19.34583333333333,18.65,18.10833333333333,26.0,26.1,28.5,27.0,14.3,13.8,10.8,10.3,65.33333333333333,80.83333333333333,77.04166666666667,72.08333333333333,6.8,7.4,8.3,7.4,0.9416666666666668,1.1625,1.1416666666666668,1.1666666666666667
2019-05-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0208333333334,924.75,908.0833333333334,910.9833333333332,15552.9,19135.6,17132.4,15599.0,21.116666666666667,19.42083333333333,19.92083333333333,20.5625,26.9,27.9,29.4,28.1,16.0,12.3,12.7,13.7,73.70833333333333,79.625,74.58333333333333,73.33333333333333,6.1,7.2,5.2,4.9,1.0333333333333334,0.7916666666666666,0.3458333333333334,0.9583333333333334
2019-05-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.9625,924.3791666666666,907.3291666666668,909.9083333333332,16444.7,21481.8,15471.1,16761.1,21.429166666666664,19.541666666666668,19.995833333333334,21.02083333333333,26.9,26.0,27.8,27.7,17.0,14.6,13.1,15.6,73.875,77.45833333333333,75.625,71.0,7.7,9.2,8.3,8.1,1.6708333333333334,2.0500000000000003,0.9291666666666668,1.5875
2019-05-31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.4125,922.8041666666668,906.4291666666668,908.4541666666668,15440.9,17068.0,15877.9,16308.1,21.3625,19.575,19.525,21.429166666666664,27.5,26.9,29.2,27.3,16.7,14.5,12.2,16.6,69.41666666666667,80.375,72.5,66.33333333333333,7.4,8.9,9.3,9.8,0.8624999999999999,1.475,0.85,1.5666666666666669
2019-06-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.7208333333332,922.3833333333332,906.6083333333332,908.7541666666666,17033.2,21981.6,15511.1,17406.7,21.879166666666663,20.141666666666666,19.65,20.995833333333334,27.4,28.3,28.7,27.7,15.7,12.8,11.8,14.9,63.375,74.70833333333333,73.54166666666667,66.20833333333333,8.1,7.3,4.6,8.7,0.9583333333333334,1.125,0.5541666666666667,1.3916666666666666
2019-06-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.9875,923.4666666666668,907.3458333333332,909.9541666666668,16660.7,20112.0,16206.0,17334.5,21.004166666666663,19.729166666666668,19.620833333333334,20.029166666666665,28.0,28.3,29.2,27.1,15.9,13.4,12.5,14.1,69.08333333333333,74.0,70.54166666666667,69.91666666666667,8.4,6.6,5.8,8.1,1.5125,1.0875,0.3958333333333333,1.2
2019-06-03,0,0,0,0,0.0,0.0,0.0,0.0,0.4,7.4,10.6,0.0,908.8958333333334,925.2166666666668,909.175,911.7041666666668,5493.0,17230.0,13971.4,9347.7,16.837500000000002,19.78333333333333,18.104166666666668,16.8625,20.1,26.6,28.8,25.5,14.4,14.8,12.6,13.9,86.25,78.625,81.66666666666667,87.04166666666667,13.5,15.8,11.8,12.4,1.725,1.9333333333333331,1.0458333333333334,1.2208333333333334
2019-06-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,911.4666666666668,926.5625,910.9958333333334,914.3458333333332,16542.5,19287.5,18342.7,15768.0,15.229166666666666,17.683333333333334,16.2375,14.466666666666669,19.7,24.2,24.2,21.0,10.6,13.5,10.0,8.9,73.79166666666667,76.54166666666667,79.16666666666667,80.875,9.5,9.8,5.8,7.6,4.145833333333333,2.3666666666666667,0.8333333333333334,1.4958333333333331
2019-06-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.4458333333332,928.775,911.1708333333332,915.5,16299.3,19305.7,18576.7,15165.5,13.420833333333334,15.570833333333333,14.033333333333331,12.7625,19.9,23.2,23.1,20.6,7.9,8.2,7.8,5.5,69.95833333333333,68.25,77.75,72.75,8.4,10.7,6.8,8.4,2.725,2.8083333333333336,0.6041666666666666,2.283333333333333
2019-06-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.7625,928.9666666666668,910.6833333333334,914.825,16687.8,17676.4,18179.6,17054.2,15.141666666666666,14.941666666666668,15.054166666666667,15.404166666666669,21.1,22.0,23.7,21.4,10.6,8.5,8.2,9.9,69.54166666666667,77.54166666666667,73.91666666666667,69.79166666666667,10.6,6.9,6.4,11.0,2.2916666666666665,1.3333333333333333,0.6833333333333335,3.079166666666667
2019-06-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,911.0416666666666,927.9,910.4958333333334,913.9583333333334,17198.899999999998,18683.3,18070.4,18081.7,15.641666666666666,14.8375,15.704166666666666,15.566666666666668,22.0,22.6,25.0,22.5,10.7,7.0,8.1,8.8,66.875,76.91666666666667,71.29166666666667,68.125,5.5,7.0,5.3,8.6,0.9791666666666666,1.0583333333333331,0.5208333333333334,1.2833333333333334
2019-06-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.4166666666666,927.2458333333334,910.2958333333332,913.4041666666668,14802.0,16557.8,15054.9,15428.7,15.9375,15.4,15.533333333333331,14.545833333333334,21.6,23.1,24.9,21.9,11.8,9.5,8.7,8.9,68.375,79.875,76.875,74.875,4.4,6.4,4.5,4.8,0.5958333333333333,0.975,0.3,0.6333333333333333
