Price,Close,Close
Ticker,KC=F,BRL=X
Date,,
2012-01-03,227.1999969482422,1.8701000213623047
2012-01-04,226.6999969482422,1.8344999551773071
2012-01-05,219.5500030517578,1.8184000253677368
2012-01-06,221.75,1.843000054359436
2012-01-09,221.85000610351562,1.847599983215332
2012-01-10,225.9499969482422,1.840999960899353
2012-01-11,234.89999389648438,1.7990000247955322
2012-01-12,233.89999389648438,1.8035000562667847
2012-01-13,225.25,1.780900001525879
2012-01-17,225.14999389648438,1.7792999744415283
2012-01-18,224.85000610351562,1.7795000076293945
2012-01-19,226.64999389648438,1.7683000564575195
2012-01-20,225.39999389648438,1.7554999589920044
2012-01-23,219.4499969482422,1.76010000705719
2012-01-24,220.4499969482422,1.7519999742507935
2012-01-25,217.1999969482422,1.7583999633789062
2012-01-26,219.6999969482422,1.7599999904632568
2012-01-27,217.35000610351562,1.8524999618530273
2012-01-30,216.60000610351562,1.7380000352859497
2012-01-31,215.0500030517578,1.7462999820709229
2012-02-01,214.10000610351562,1.7447999715805054
2012-02-02,215.60000610351562,1.7316999435424805
2012-02-03,215.9499969482422,1.7180999517440796
2012-02-06,218.8000030517578,1.7152999639511108
2012-02-07,220.9499969482422,1.7237000465393066
2012-02-08,220.0500030517578,1.7246999740600586
2012-02-09,216.0,1.718400001525879
2012-02-10,215.3000030517578,1.715499997138977
2012-02-13,212.3000030517578,1.7187999486923218
2012-02-14,204.1999969482422,1.7151999473571777
2012-02-15,200.39999389648438,1.7160999774932861
2012-02-16,199.3000030517578,1.7276999950408936
2012-02-17,200.0500030517578,1.715499997138977
2012-02-21,204.64999389648438,1.7172000408172607
2012-02-22,200.75,1.7144999504089355
2012-02-23,202.0,1.7051000595092773
2012-02-24,203.25,1.7128000259399414
2012-02-27,204.4499969482422,1.7065999507904053
2012-02-28,206.14999389648438,1.705899953842163
2012-02-29,203.14999389648438,1.697700023651123
2012-03-01,204.0,1.716599941253662
2012-03-02,201.64999389648438,1.7135000228881836
2012-03-05,201.5,1.7293000221252441
2012-03-06,192.9499969482422,1.7378000020980835
2012-03-07,188.39999389648438,1.7592999935150146
2012-03-08,189.35000610351562,1.7657999992370605
2012-03-09,185.60000610351562,1.761299967765808
2012-03-12,182.60000610351562,1.7891000509262085
2012-03-13,185.35000610351562,1.798799991607666
2012-03-14,182.75,1.7913000583648682
2012-03-15,184.4499969482422,1.8034000396728516
2012-03-16,181.35000610351562,1.799399971961975
2012-03-19,182.5,1.7975000143051147
2012-03-20,183.10000610351562,1.8207000494003296
2012-03-21,184.6999969482422,1.8141000270843506
2012-03-22,176.9499969482422,1.819200038909912
2012-03-23,178.75,1.8180999755859375
2012-03-26,178.8000030517578,1.8092999458312988
2012-03-27,187.35000610351562,1.8171000480651855
2012-03-28,182.0,1.8212000131607056
2012-03-29,176.4499969482422,1.8234000205993652
2012-03-30,182.4499969482422,1.8207999467849731
2012-04-02,186.1999969482422,1.825700044631958
2012-04-03,185.35000610351562,1.832800030708313
2012-04-04,184.75,1.829200029373169
2012-04-05,183.0,1.8274999856948853
2012-04-09,178.0500030517578,1.8219000101089478
2012-04-10,178.14999389648438,1.819000005722046
2012-04-11,180.64999389648438,1.8324999809265137
2012-04-12,182.89999389648438,1.8345999717712402
2012-04-13,179.1999969482422,1.826200008392334
2012-04-16,174.6999969482422,1.837399959564209
2012-04-17,173.0500030517578,1.8457000255584717
2012-04-18,172.64999389648438,1.8583999872207642
2012-04-19,173.64999389648438,1.8776999711990356
2012-04-20,177.6999969482422,1.8795000314712524
2012-04-23,177.6999969482422,1.8717999458312988
2012-04-24,182.5,1.8797999620437622
2012-04-25,175.9499969482422,1.8792999982833862
2012-04-26,174.6999969482422,1.8788000345230103
2012-04-27,175.0,1.8838000297546387
2012-04-30,177.9499969482422,1.8860000371932983
2012-05-01,182.85000610351562,1.9057999849319458
2012-05-02,181.3000030517578,1.9063999652862549
2012-05-03,174.3000030517578,1.9221999645233154
2012-05-04,173.5,1.9098000526428223
2012-05-07,174.14999389648438,1.926900029182434
2012-05-08,175.14999389648438,1.9187999963760376
2012-05-09,175.14999389648438,1.9378999471664429
2012-05-10,178.5,1.969499945640564
2012-05-11,176.5500030517578,1.9520000219345093
2012-05-14,177.39999389648438,1.9651999473571777
2012-05-15,177.0500030517578,1.9925999641418457
2012-05-16,177.39999389648438,1.999899983406067
2012-05-17,178.64999389648438,1.999400019645691
2012-05-18,177.6999969482422,2.007699966430664
2012-05-21,175.14999389648438,2.0220000743865967
2012-05-22,174.5,2.0322999954223633
2012-05-23,166.89999389648438,2.0873000621795654
2012-05-24,166.89999389648438,2.027100086212158
2012-05-25,167.8000030517578,2.027400016784668
2012-05-29,165.39999389648438,1.9818999767303467
2012-05-30,164.39999389648438,1.9919999837875366
2012-05-31,160.64999389648438,2.014899969100952
2012-06-01,157.5,2.0253000259399414
2012-06-04,158.4499969482422,2.038800001144409
2012-06-05,156.1999969482422,2.0529000759124756
2012-06-06,155.89999389648438,2.0215001106262207
2012-06-07,156.64999389648438,2.031599998474121
2012-06-08,155.60000610351562,2.029599905014038
2012-06-11,155.10000610351562,2.0220000743865967
2012-06-12,154.1999969482422,2.063699960708618
2012-06-13,152.5,2.066800117492676
2012-06-14,149.1999969482422,2.0708999633789062
2012-06-15,150.0500030517578,2.057800054550171
2012-06-18,149.5500030517578,2.0481998920440674
2012-06-19,156.60000610351562,2.0601000785827637
2012-06-20,150.75,2.027899980545044
2012-06-21,157.75,2.0225000381469727
2012-06-22,155.14999389648438,2.0622000694274902
2012-06-25,158.6999969482422,2.065999984741211
2012-06-26,165.39999389648438,2.06030011177063
2012-06-27,164.5,2.074700117111206
2012-06-28,163.0,2.07450008392334
2012-06-29,170.10000610351562,2.0768001079559326
2012-07-02,174.3000030517578,2.008699893951416
2012-07-03,180.10000610351562,1.9845999479293823
2012-07-05,179.25,2.0262999534606934
2012-07-06,175.89999389648438,2.018699884414673
2012-07-09,181.75,2.027600049972534
2012-07-10,183.75,2.031399965286255
2012-07-11,182.6999969482422,2.0325000286102295
2012-07-12,181.14999389648438,2.0352001190185547
2012-07-13,184.4499969482422,2.0367000102996826
2012-07-16,182.5500030517578,2.0373001098632812
2012-07-17,180.75,2.03410005569458
2012-07-18,181.39999389648438,2.0206000804901123
2012-07-19,188.1999969482422,2.0185000896453857
2012-07-20,186.9499969482422,2.011199951171875
2012-07-23,185.10000610351562,2.022900104522705
2012-07-24,175.4499969482422,2.036400079727173
2012-07-25,176.3000030517578,2.0455000400543213
2012-07-26,174.0500030517578,2.0327000617980957
2012-07-27,173.6999969482422,2.0201001167297363
2012-07-30,178.35000610351562,2.020900011062622
2012-07-31,174.39999389648438,2.040299892425537
2012-08-01,174.60000610351562,2.0566999912261963
2012-08-02,171.64999389648438,2.042099952697754
2012-08-03,173.8000030517578,2.0483999252319336
2012-08-06,175.5,2.0269999504089355
2012-08-07,172.64999389648438,2.0285000801086426
2012-08-08,170.5,2.027100086212158
2012-08-09,166.4499969482422,2.0211000442504883
2012-08-10,166.25,2.0171000957489014
2012-08-13,164.10000610351562,2.0139000415802
2012-08-14,163.0500030517578,2.019700050354004
2012-08-15,161.89999389648438,2.0257999897003174
2012-08-16,158.85000610351562,2.0236001014709473
2012-08-17,160.3000030517578,2.0151000022888184
2012-08-20,161.1999969482422,2.0144999027252197
2012-08-21,160.64999389648438,2.0143001079559326
2012-08-22,158.9499969482422,2.0109000205993652
2012-08-23,160.25,2.0153000354766846
2012-08-24,162.60000610351562,2.0227999687194824
2012-08-27,167.0500030517578,2.023099899291992
2012-08-28,167.75,2.0309998989105225
2012-08-29,166.39999389648438,2.0408999919891357
2012-08-30,163.0,2.046999931335449
2012-08-31,164.5500030517578,2.0455000400543213
2012-09-04,164.89999389648438,2.028599977493286
2012-09-05,160.4499969482422,2.0367000102996826
2012-09-06,157.89999389648438,2.0362000465393066
2012-09-07,162.6999969482422,2.0250000953674316
2012-09-10,173.39999389648438,2.0253000259399414
2012-09-11,177.25,2.0192999839782715
2012-09-12,177.14999389648438,2.011899948120117
2012-09-13,178.5,2.0237998962402344
2012-09-14,180.8000030517578,2.018199920654297
2012-09-17,175.0500030517578,2.0092999935150146
2012-09-18,177.39999389648438,2.0302999019622803
