date,preco_cafe,cambio_brl,geada_risco_Machado,geada_risco_Manhuacu,geada_risco_Patrocinio,geada_risco_Varginha,graus_frio_Machado,graus_frio_Manhuacu,graus_frio_Patrocinio,graus_frio_Varginha,precip_mm_sum_Machado,precip_mm_sum_Manhuacu,precip_mm_sum_Patrocinio,precip_mm_sum_Varginha,pressao_mB_mean_Machado,pressao_mB_mean_Manhuacu,pressao_mB_mean_Patrocinio,pressao_mB_mean_Varginha,radiacao_kJm2_sum_Machado,radiacao_kJm2_sum_Manhuacu,radiacao_kJm2_sum_Patrocinio,radiacao_kJm2_sum_Varginha,temp_ar_C_mean_Machado,temp_ar_C_mean_Manhuacu,temp_ar_C_mean_Patrocinio,temp_ar_C_mean_Varginha,temp_max_C_max_Machado,temp_max_C_max_Manhuacu,temp_max_C_max_Patrocinio,temp_max_C_max_Varginha,temp_min_C_min_Machado,temp_min_C_min_Manhuacu,temp_min_C_min_Patrocinio,temp_min_C_min_Varginha,umidade_pct_mean_Machado,umidade_pct_mean_Manhuacu,umidade_pct_mean_Patrocinio,umidade_pct_mean_Varginha,vento_rajada_ms_max_Machado,vento_rajada_ms_max_Manhuacu,vento_rajada_ms_max_Patrocinio,vento_rajada_ms_max_Varginha,vento_vel_ms_mean_Machado,vento_vel_ms_mean_Manhuacu,vento_vel_ms_mean_Patrocinio,vento_vel_ms_mean_Varginha
2020-05-21,104.75,5.690499782562256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,910.875,928.4458333333332,910.5625,913.8125,17176.6,10680.6,18429.8,16289.4,17.991666666666667,17.670833333333334,17.995833333333334,17.983333333333334,23.7,22.7,26.0,25.1,13.1,15.0,11.8,12.0,69.91666666666667,83.79166666666667,79.29166666666667,69.29166666666667,6.4,7.4,7.2,8.0,1.3666666666666665,1.3625,0.6541666666666667,1.6875
2020-05-22,103.5999984741211,5.5524001121521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,908.9,926.9375,909.25,911.9791666666666,14033.6,12797.3,16765.7,13974.8,18.5125,17.641666666666666,18.945833333333333,17.979166666666668,24.5,23.3,26.8,25.6,13.3,13.8,12.7,11.6,74.0,86.125,78.5,73.83333333333333,6.6,7.2,8.3,7.4,1.1375,1.0541666666666667,1.6625,1.6291666666666669
2020-05-26,105.0999984741211,5.443399906158447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,28.200000000000003,12.4,12.4,906.7541666666667,923.0571428571428,907.9614583333333,909.828125,43132.4,59882.3,40225.8,44983.7,14.532291666666666,19.373214285714287,15.305208333333335,14.669791666666667,20.7,26.9,21.9,21.6,8.0,15.0,5.8,6.9,76.97916666666667,76.52232142857143,88.65625,79.61458333333333,8.125,9.55,5.8500000000000005,8.45,1.6447916666666664,2.044791666666667,0.7979166666666666,1.3635416666666667
2020-05-27,102.5,5.343999862670898,0.0,0.0,1.0,0.0,0.0,0.0,1.2999999999999998,0.0,0.0,0.0,0.0,0.0,907.075,923.2076923076924,907.8166666666666,910.1375,18187.5,16601.0,19464.9,19061.1,14.533333333333331,16.776923076923076,12.645833333333334,13.708333333333334,21.7,23.0,23.6,22.6,8.1,8.5,3.7,5.8,54.75,55.30769230769231,72.0,57.708333333333336,5.5,8.1,5.0,5.7,1.4875,1.8615384615384616,0.6375000000000001,0.6041666666666666
2020-05-28,99.0999984741211,5.27269983291626,0.0,0.0,1.0,0.0,0.0,0.0,0.5999999999999996,0.0,0.0,0.0,0.0,0.0,909.1333333333332,925.9041666666668,908.7125,912.1791666666668,18117.3,22784.8,19048.2,18767.3,15.366666666666667,14.370833333333332,14.204166666666666,14.0375,22.6,23.4,25.5,23.8,9.3,6.7,4.4,5.1,53.208333333333336,70.95833333333333,67.91666666666667,63.833333333333336,5.4,7.2,5.0,5.0,1.3291666666666666,0.9,0.2291666666666666,0.95
2020-05-29,96.3000030517578,5.403600215911865,0.0,0.0,1.0,0.0,0.0,0.0,0.0999999999999996,0.0,0.0,0.2,0.0,0.2,910.0791666666668,927.3458333333332,909.6958333333332,912.9916666666668,18285.1,22958.3,19046.9,19162.6,16.554166666666667,14.05,14.3875,15.454166666666666,23.8,22.7,24.9,27.0,10.1,5.5,4.9,6.7,54.708333333333336,77.33333333333333,68.58333333333333,60.375,5.2,7.8,4.8,8.4,0.7875,1.5375,0.275,1.9291666666666665
2020-06-01,98.3000030517578,5.334799766540527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,908.6486111111111,925.5861111111112,908.9375,911.6902777777777,52164.100000000006,62663.5,55223.7,55154.2,16.677777777777777,14.801388888888889,14.5875,15.252777777777778,23.9,23.9,24.6,24.0,11.0,6.6,5.3,7.2,62.125,79.25,76.5,67.125,5.7,8.066666666666668,5.966666666666666,5.5,0.9069444444444444,1.2833333333333334,0.5083333333333333,1.011111111111111
2020-06-02,98.1999969482422,5.366499900817871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,907.5416666666666,924.3625,907.8583333333332,910.5833333333334,16782.5,21731.6,17848.4,17613.1,17.9375,15.691666666666668,16.866666666666667,16.216666666666665,24.5,24.7,26.5,24.4,11.7,6.6,7.8,8.7,61.0,78.25,74.5,65.125,6.1,8.8,7.8,6.4,1.0541666666666667,1.1916666666666669,0.7541666666666665,1.0541666666666667
2020-06-03,99.0999984741211,5.199299812316895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.15,926.0666666666666,908.9,912.1958333333332,12327.6,20805.2,16660.0,14067.3,19.03333333333333,17.854166666666668,18.241666666666667,18.3625,24.8,26.2,28.0,26.1,14.3,9.8,9.4,11.6,65.875,77.75,75.54166666666667,65.95833333333333,4.9,6.3,7.0,4.7,0.4291666666666667,1.1541666666666666,0.5458333333333333,0.6416666666666667
2020-06-04,98.1500015258789,5.061600208282471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,910.925,928.1291666666666,910.2208333333332,913.9291666666668,14019.1,17990.8,14774.9,11507.1,19.416666666666668,18.383333333333333,19.304166666666667,19.154166666666665,24.5,24.8,27.1,25.5,15.6,14.2,12.8,15.7,77.79166666666667,78.75,77.66666666666667,75.16666666666667,5.2,8.0,5.4,7.1,1.1958333333333333,1.5833333333333333,0.2875,1.2958333333333334
2020-06-05,98.9000015258789,5.117199897766113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.5125,928.9083333333332,910.9333333333334,914.5166666666668,10947.7,14760.0,15202.1,10363.8,18.579166666666666,17.5625,18.558333333333334,18.441666666666663,22.8,23.2,26.2,24.0,16.1,13.8,13.2,14.4,79.875,81.20833333333333,79.0,77.79166666666667,7.4,6.8,6.9,5.2,1.4333333333333331,1.4541666666666666,0.4916666666666666,1.4
2020-06-08,98.9000015258789,4.959499835968018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.4,3.2,20.2,910.1930555555556,927.1694444444444,910.161111111111,913.1986111111113,30963.9,49652.0,48675.0,35100.3,17.825,17.61388888888889,19.066666666666666,17.755555555555556,24.8,26.1,28.5,26.3,13.3,10.8,12.0,12.5,86.25,82.8611111111111,77.83333333333333,83.5138888888889,8.5,6.166666666666667,5.633333333333333,7.8,0.8541666666666666,1.0847222222222221,0.44027777777777777,0.8791666666666668
2020-06-09,97.8000030517578,4.821599960327148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.8,0.0,908.25,924.75,908.6291666666666,911.1666666666666,14220.8,21346.0,16419.5,15164.4,20.275,20.0375,19.9875,19.75,26.1,27.5,27.7,27.1,15.5,14.5,14.4,13.3,75.91666666666667,77.04166666666667,76.75,74.66666666666667,5.9,5.9,5.9,5.5,0.9416666666666668,1.1375,0.4458333333333333,0.8541666666666666
2020-06-10,96.75,4.898399829864502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,907.7,924.9583333333334,908.3708333333334,910.75,12677.3,20192.1,12788.3,12168.1,20.679166666666667,18.42083333333333,18.570833333333333,20.479166666666668,26.3,26.4,27.3,27.2,17.1,11.9,12.1,16.4,76.375,78.375,75.0,72.45833333333333,10.0,7.2,6.6,7.4,1.1958333333333335,1.2375,0.6958333333333333,1.2583333333333333
2020-06-11,96.0,4.9721999168396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,908.4791666666666,925.3958333333334,909.1125,911.4833333333332,16424.2,20972.9,16108.3,16800.2,21.254166666666663,18.954166666666666,18.966666666666665,20.879166666666663,27.6,27.4,28.2,27.8,16.5,12.7,11.2,14.7,69.70833333333333,77.875,70.75,65.45833333333333,7.5,6.5,5.7,8.4,0.5208333333333334,1.0666666666666669,0.5499999999999999,1.1791666666666667
2020-06-12,95.1999969482422,4.974999904632568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.9583333333334,924.5333333333332,908.0583333333334,910.9041666666668,16016.2,19583.4,17538.3,16643.8,20.92083333333333,19.2625,18.4,20.166666666666668,26.4,27.5,27.5,28.0,15.9,12.2,10.7,13.3,63.458333333333336,74.41666666666667,68.875,66.29166666666667,4.8,5.7,8.0,5.0,0.375,0.9791666666666666,0.7374999999999999,0.5833333333333334
2020-06-15,94.0,5.047800064086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,911.8708333333334,928.2902777777778,911.0333333333333,914.8638888888889,44252.8,51237.399999999994,48755.0,44597.0,19.438888888888886,18.65833333333333,18.018055555555552,18.719444444444445,27.3,28.0,27.8,27.2,13.4,10.7,10.6,12.5,69.69444444444444,74.52777777777779,72.94444444444444,71.02777777777779,7.6000000000000005,6.933333333333334,7.033333333333334,9.1,1.8486111111111108,1.551388888888889,0.3361111111111111,2.1750000000000003
2020-06-16,93.6500015258789,5.153206825256348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.5083333333332,931.2291666666666,913.1833333333334,917.4416666666666,12730.3,7841.3,16922.0,14847.7,17.570833333333333,17.1375,17.270833333333332,17.870833333333334,22.6,21.0,24.8,24.2,13.7,14.0,12.5,12.6,76.5,82.95833333333333,79.29166666666667,74.41666666666667,6.9,6.8,7.0,10.1,2.208333333333333,1.9791666666666667,0.5375,2.333333333333333
2020-06-17,96.25,5.243599891662598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.5125,930.5958333333332,912.3541666666666,916.55,8722.6,15233.0,8246.5,14040.3,16.125,16.525000000000002,16.945833333333333,16.279166666666665,20.2,22.7,20.9,21.4,13.3,12.4,13.5,12.5,79.75,77.66666666666667,82.0,75.58333333333333,8.3,9.0,7.5,8.4,2.1375,2.2958333333333334,0.5166666666666667,2.0708333333333333
2020-06-18,94.5999984741211,5.22790002822876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.9083333333332,929.3541666666666,911.3375,914.9208333333332,12823.5,17782.5,15185.2,14052.3,15.520833333333334,15.708333333333334,17.020833333333332,15.620833333333332,21.1,23.3,24.0,21.9,11.1,9.8,11.9,9.5,78.04166666666667,80.0,76.66666666666667,76.08333333333333,7.2,9.4,10.6,5.2,1.2208333333333334,1.5583333333333331,1.1041666666666667,1.325
2020-06-19,93.75,5.377200126647949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,911.3375,928.6083333333332,911.175,914.4125,14330.4,12660.3,16528.3,14513.0,17.554166666666667,16.720833333333335,17.162499999999998,16.358333333333334,23.7,23.8,26.0,24.3,12.7,10.0,10.3,9.9,71.66666666666667,84.91666666666667,76.16666666666667,74.54166666666667,5.5,4.7,5.9,4.2,1.0916666666666666,0.8208333333333333,0.2958333333333333,1.0875
2020-06-22,95.9499969482422,5.309999942779541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,911.2055555555554,928.4472222222222,911.0263888888888,914.1861111111111,49009.5,56784.2,49127.399999999994,46484.7,19.187499999999996,17.39027777777778,17.043055555555554,18.165277777777778,25.2,26.2,26.1,26.3,12.2,7.3,8.9,10.2,67.98611111111111,79.93055555555556,76.55555555555556,71.18055555555556,6.6000000000000005,6.266666666666667,7.266666666666666,7.333333333333333,1.1263888888888889,1.1875,0.6972222222222223,1.3763888888888889
2020-06-23,96.25,5.25190019607544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,908.6958333333332,925.7958333333332,908.2041666666668,911.6833333333334,15808.2,21415.1,17003.7,15661.3,17.416666666666668,15.7,15.266666666666666,17.391666666666666,22.7,24.9,24.8,24.0,13.3,7.7,5.4,12.2,55.583333333333336,66.45833333333333,74.75,52.583333333333336,6.6,10.5,7.3,9.4,1.2583333333333333,1.4375,0.6541666666666667,2.2375000000000003
2020-06-24,96.6500015258789,5.151000022888184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.8416666666668,925.6958333333332,907.65,910.8791666666666,15437.5,21043.6,15963.6,15862.9,17.458333333333332,15.3,17.458333333333332,16.145833333333332,23.8,23.5,26.1,23.9,11.3,9.7,9.5,8.3,60.208333333333336,75.875,74.33333333333333,65.125,5.3,7.7,7.5,6.3,0.95,1.0583333333333331,1.1791666666666667,0.9583333333333334
2020-06-25,94.8499984741211,5.34660005569458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,908.1166666666668,926.1791666666668,908.775,911.225,15728.6,21503.3,16021.7,15886.0,18.92083333333333,15.154166666666669,17.458333333333332,17.941666666666666,25.9,24.7,26.6,26.1,13.4,6.4,11.2,10.8,68.125,76.125,77.08333333333333,68.29166666666667,6.9,6.4,8.0,8.7,1.0875,1.2375,1.1416666666666666,1.4874999999999998
2020-06-26,95.6500015258789,5.359499931335449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,907.6,924.95,907.7958333333332,910.6125,14968.2,20997.4,15620.4,14654.9,19.579166666666666,16.5125,18.120833333333334,18.7625,25.0,26.6,27.4,27.2,13.2,7.8,10.6,11.9,69.75,77.04166666666667,72.45833333333333,68.875,6.1,5.5,7.2,4.9,1.275,0.8708333333333332,0.6666666666666666,1.0458333333333334
2020-06-29,98.6500015258789,5.480899810791016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,908.5722222222222,925.475,908.3361111111111,911.5805555555556,41319.1,50762.6,36949.5,42228.6,16.447222222222223,17.441666666666666,16.65833333333333,16.393055555555556,23.9,25.3,27.2,25.0,10.9,9.9,9.1,9.3,74.75,76.51388888888889,76.13888888888889,74.18055555555556,9.933333333333334,8.766666666666666,7.733333333333333,8.733333333333333,2.220833333333333,1.8097222222222225,0.8541666666666666,1.913888888888889
2020-06-30,100.0500030517578,5.402100086212158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,906.7,924.9791666666666,907.3541666666666,909.7916666666666,13963.2,9112.6,13453.6,15542.4,17.491666666666667,16.55,16.491666666666667,17.733333333333334,23.3,21.4,23.6,23.9,13.6,14.2,9.9,12.2,73.45833333333333,87.875,77.75,69.91666666666667,13.4,7.1,10.2,13.3,2.766666666666667,2.2583333333333333,2.1125000000000003,2.3625000000000003
2020-07-01,103.0500030517578,5.461699962615967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,903.8541666666666,921.1541666666668,905.4166666666666,906.8708333333334,9740.7,18768.9,13050.0,11380.3,17.070833333333333,18.779166666666665,17.891666666666666,17.462500000000002,23.0,25.1,26.2,23.9,13.7,15.2,10.1,13.6,77.125,80.25,74.70833333333333,74.58333333333333,12.6,9.4,10.9,14.3,1.8333333333333333,1.7375,1.3916666666666666,2.3291666666666666
2020-07-02,102.25,5.316199779510498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,905.5125,921.4666666666668,906.1416666666668,908.575,17040.6,17982.8,11540.6,17575.7,15.591666666666669,19.52083333333333,16.345833333333335,15.954166666666666,23.1,27.2,25.3,23.5,9.1,13.9,9.5,8.3,50.875,76.41666666666667,83.29166666666667,55.0,7.5,8.8,6.5,7.0,1.6083333333333334,1.5333333333333332,0.6666666666666666,0.9625
2020-07-06,97.1999969482422,5.311399936676025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.599999999999998,0.0,0.4,908.5708333333333,925.7416666666667,908.453125,911.5583333333333,61629.9,62011.9,69055.3,64839.200000000004,17.73645833333333,17.552083333333336,17.572916666666668,17.29270833333333,26.6,25.1,27.7,26.3,10.7,9.7,7.9,8.4,61.375,83.3125,70.80208333333334,63.333333333333336,5.925,8.325,6.45,5.975,1.059375,1.4208333333333332,0.5479166666666666,1.090625
2020-07-07,99.25,5.354300022125244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,907.8208333333332,925.1583333333332,907.7791666666668,910.7708333333334,16654.1,21772.0,18147.3,17493.5,19.479166666666668,16.3,17.083333333333332,18.604166666666668,25.4,25.1,25.2,26.9,15.0,9.1,9.9,11.8,56.75,72.04166666666667,66.29166666666667,58.66666666666666,9.6,10.6,8.9,9.3,2.2041666666666666,2.0625,0.6958333333333333,2.095833333333333
2020-07-08,98.9499969482422,5.377799987792969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.7,924.3833333333332,907.375,909.7583333333332,16360.3,20816.0,17860.3,17599.600000000002,19.45,16.708333333333332,17.6375,18.141666666666666,26.7,23.8,26.7,26.2,12.0,10.8,8.8,10.1,54.75,73.04166666666667,64.45833333333333,56.458333333333336,9.3,10.2,10.4,11.6,0.8708333333333332,1.6791666666666665,1.2958333333333332,1.6625
2020-07-09,97.6999969482422,5.342599868774414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.0666666666666,926.0125,909.7208333333332,912.1583333333332,13389.7,21630.4,17663.3,13740.3,19.445833333333333,16.974999999999998,17.462500000000002,18.279166666666665,25.9,26.4,26.8,25.9,14.3,9.0,9.2,11.1,60.25,71.33333333333333,70.125,67.375,9.2,8.3,5.2,6.4,1.15,1.0291666666666666,0.4166666666666667,0.8958333333333334
2020-07-10,96.1500015258789,5.337800025939941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.8333333333334,927.525,909.4708333333332,912.8583333333332,16246.2,10551.6,16410.4,16823.5,18.47083333333333,17.241666666666667,17.916666666666668,17.704166666666666,24.7,23.1,27.2,25.9,13.3,12.9,11.2,11.6,64.125,80.75,70.95833333333333,74.16666666666667,5.9,7.0,8.4,9.2,1.7,1.2166666666666666,0.7125,2.145833333333333
2020-07-13,97.4000015258789,5.326900005340576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.7541666666666,926.3305555555556,909.0055555555555,911.7805555555556,46272.5,57056.0,50732.5,48532.4,19.412499999999998,16.8125,17.726388888888888,18.37638888888889,27.7,26.0,28.0,27.9,13.4,8.2,10.3,10.5,64.16666666666667,76.59722222222223,69.05555555555556,65.58333333333333,7.333333333333333,7.133333333333333,6.966666666666668,7.333333333333333,1.0250000000000001,1.3013888888888887,0.7388888888888889,1.288888888888889
2020-07-14,96.6999969482422,5.401500225067139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,909.1125,925.6416666666668,909.4541666666668,912.0833333333334,10445.5,21737.5,17313.7,13750.2,19.479166666666668,17.891666666666666,19.091666666666665,19.058333333333334,25.3,27.6,29.1,26.0,13.5,8.4,9.2,11.2,65.70833333333333,73.04166666666667,64.70833333333333,64.70833333333333,5.6,5.9,5.9,7.0,1.425,1.125,0.5416666666666666,1.6208333333333331
2020-07-15,95.9499969482422,5.366799831390381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.2041666666668,927.6208333333334,909.6125,913.2791666666668,16590.4,10223.4,13010.9,17080.6,18.866666666666667,18.104166666666668,18.98333333333333,17.925,24.8,23.0,27.7,25.7,13.9,13.5,12.6,11.6,74.66666666666667,83.625,65.08333333333333,76.25,6.9,7.4,10.8,6.7,1.925,1.4,0.2749999999999999,1.7583333333333335
2020-07-16,97.0999984741211,5.366948127746582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.6666666666666,929.2478260869566,910.9708333333332,914.6541666666668,16452.8,8865.5,17043.9,14969.0,18.45833333333333,16.66086956521739,17.916666666666668,17.3625,24.3,21.1,26.0,25.5,14.1,12.3,11.7,11.6,70.79166666666667,82.73913043478261,70.0,73.70833333333333,6.5,6.0,8.8,7.7,1.8916666666666664,1.7,0.5416666666666666,1.7208333333333332
2020-07-17,101.0500030517578,5.330699920654297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,911.4583333333334,928.95,911.1041666666666,914.5125,15578.3,12821.5,17274.100000000002,16298.9,18.370833333333334,15.316666666666665,17.412499999999998,17.525000000000002,24.4,21.7,26.4,25.2,13.1,11.1,11.0,10.4,69.95833333333333,82.75,68.91666666666667,70.66666666666667,8.6,5.4,8.6,5.4,1.0041666666666669,0.7999999999999999,0.7291666666666666,1.025
