date,preco_cafe,cambio_brl,geada_risco_Machado,geada_risco_Manhuacu,geada_risco_Patrocinio,geada_risco_Varginha,graus_frio_Machado,graus_frio_Manhuacu,graus_frio_Patrocinio,graus_frio_Varginha,precip_mm_sum_Machado,precip_mm_sum_Manhuacu,precip_mm_sum_Patrocinio,precip_mm_sum_Varginha,pressao_mB_mean_Machado,pressao_mB_mean_Manhuacu,pressao_mB_mean_Patrocinio,pressao_mB_mean_Varginha,radiacao_kJm2_sum_Machado,radiacao_kJm2_sum_Manhuacu,radiacao_kJm2_sum_Patrocinio,radiacao_kJm2_sum_Varginha,temp_ar_C_mean_Machado,temp_ar_C_mean_Manhuacu,temp_ar_C_mean_Patrocinio,temp_ar_C_mean_Varginha,temp_max_C_max_Machado,temp_max_C_max_Manhuacu,temp_max_C_max_Patrocinio,temp_max_C_max_Varginha,temp_min_C_min_Machado,temp_min_C_min_Manhuacu,temp_min_C_min_Patrocinio,temp_min_C_min_Varginha,umidade_pct_mean_Machado,umidade_pct_mean_Manhuacu,umidade_pct_mean_Patrocinio,umidade_pct_mean_Varginha,vento_rajada_ms_max_Machado,vento_rajada_ms_max_Manhuacu,vento_rajada_ms_max_Patrocinio,vento_rajada_ms_max_Varginha,vento_vel_ms_mean_Machado,vento_vel_ms_mean_Manhuacu,vento_vel_ms_mean_Patrocinio,vento_vel_ms_mean_Varginha
2019-01-15,101.3000030517578,3.697499990463257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.3375,924.3791666666666,907.6125,908.7920634920634,28019.4,28881.8,26616.7,0.0,24.73333333333333,24.0,23.566666666666663,20.663492063492065,31.7,31.0,31.8,23.188888888888886,19.4,19.3,15.4,18.96666666666667,68.375,69.0,67.33333333333333,85.41904761904762,10.2,10.3,6.6,4.977777777777778,2.370833333333333,1.5041666666666669,0.6583333333333333,0.6930158730158731
2019-01-16,102.4000015258789,3.716399908065796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.6000000000000001,0.0,0.0,908.1,924.5833333333334,908.0833333333334,908.7910714285714,24505.6,28343.6,21899.8,0.0,23.854166666666668,24.016666666666666,23.879166666666663,20.77142857142857,31.7,31.4,32.6,23.375,19.0,17.6,16.7,19.025,69.625,74.91666666666667,70.0,85.14642857142857,12.9,8.4,13.2,5.2,2.7583333333333333,1.4875,1.0541666666666667,0.7371428571428571
2019-01-17,102.4000015258789,3.734299898147583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.2,6.0,0.0,907.7875,923.8666666666668,907.825,908.7900793650794,28977.4,28790.2,20744.2,0.0,23.5625,23.3375,22.65833333333333,20.87936507936508,30.5,30.7,29.9,23.56111111111111,18.1,17.3,17.5,19.08333333333333,73.54166666666667,73.875,72.66666666666667,84.87380952380953,9.6,15.6,9.8,5.422222222222223,2.0541666666666667,1.7875,1.4375,0.7812698412698413
2019-01-18,104.9499969482422,3.7488999366760254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.2,0.0,0.0,906.3416666666668,923.0708333333332,907.1458333333334,908.7890873015872,29962.2,31861.2,28911.0,0.0,25.004166666666663,23.129166666666663,23.016666666666666,20.987301587301587,32.1,30.3,31.1,23.74722222222222,18.8,16.5,16.8,19.141666666666666,68.16666666666667,77.75,67.70833333333333,84.60119047619047,14.1,8.1,9.2,5.644444444444444,2.4541666666666666,1.5375,1.6791666666666665,0.8253968253968255
2019-01-22,103.3499984741211,3.751399993896485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,16.8,0.0,906.8479166666666,923.75625,906.953125,908.7866071428571,85513.8,118376.9,98503.9,0.0,23.487499999999997,23.61875,23.896874999999998,21.257142857142856,31.5,31.6,32.4,24.491666666666667,18.9,16.7,14.9,19.2,77.6875,70.16666666666667,72.91666666666667,83.91964285714286,11.725,7.75,7.95,6.2,1.6572916666666668,2.203125,0.7822916666666667,0.9357142857142858
2019-01-23,103.4000015258789,3.812000036239624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.2708333333334,924.2958333333332,906.9625,908.7841269841268,27499.0,39508.1,25392.8,0.0,24.73333333333333,23.05,23.891666666666666,21.52698412698413,30.9,29.2,32.1,24.677777777777777,19.5,18.8,17.4,19.433333333333334,71.625,67.70833333333333,71.58333333333333,83.23809523809524,9.6,10.1,7.0,6.755555555555556,1.6916666666666669,2.55,0.5916666666666667,1.046031746031746
2019-01-24,105.3000030517578,3.7623000144958496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,906.6291666666666,923.9208333333332,906.2166666666668,908.7831349206348,22847.2,38768.8,28253.2,0.0,24.254166666666663,22.804166666666664,24.1,21.63492063492064,30.7,28.6,31.9,24.863888888888887,19.3,16.3,16.6,19.491666666666667,75.41666666666667,69.58333333333333,64.16666666666667,82.9654761904762,8.4,10.9,7.3,6.977777777777778,2.225,2.904166666666667,0.8083333333333332,1.0901587301587303
2019-01-25,106.8000030517578,3.769799947738648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,906.6625,923.5291666666668,905.5416666666666,908.7821428571428,19369.9,21297.1,29595.6,0.0,22.675,22.4125,24.225,21.742857142857144,30.5,27.7,32.4,25.05,17.3,19.4,17.2,19.55,74.625,75.04166666666667,61.125,82.69285714285715,19.5,7.8,10.0,7.2,2.954166666666666,2.225,1.3,1.1342857142857143
2019-01-28,102.6500015258789,3.769599914550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,36.6,0.0,908.7125,925.5319444444445,908.1222222222223,908.7801587301586,64497.3,93427.6,51323.8,0.0,21.977777777777774,23.747222222222224,20.87638888888889,21.95873015873016,32.0,30.1,30.7,25.60833333333333,16.8,18.2,15.9,19.60833333333333,75.06944444444444,65.48611111111111,83.61111111111111,82.14761904761905,8.200000000000001,10.833333333333334,8.133333333333333,7.644444444444445,1.7597222222222222,2.9652777777777772,0.9958333333333332,1.2225396825396826
2019-01-29,102.5999984741211,3.759599924087525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,909.1666666666666,925.7875,908.7875,908.7781746031744,29614.4,35223.1,30150.5,0.0,25.491666666666664,22.85833333333333,23.8,22.17460317460317,32.1,31.4,31.8,25.794444444444444,20.5,16.7,17.4,19.78333333333333,59.375,71.5,65.08333333333333,81.60238095238095,8.3,11.7,6.9,8.088888888888889,1.3666666666666665,2.1625,0.5499999999999999,1.310793650793651
