datetime,chuva,temp,temp_max,temp_min,umidade
2018-01-01,17.6,21.34705882352941,27.6,18.1,82.58823529411765
2018-01-02,2.4000000000000004,21.717647058823527,27.7,19.3,82.88235294117646
2018-01-03,8.200000000000001,21.806250000000002,27.7,19.4,84.125
2018-01-04,14.999999999999998,19.656521739130433,21.4,17.6,91.1304347826087
2018-01-05,18.4,19.4,24.0,17.7,91.45454545454545
2018-01-06,6.2,20.452380952380956,24.7,17.2,85.04761904761905
2018-01-07,5.6000000000000005,21.06818181818182,26.7,18.2,84.63636363636364
2018-01-08,36.6,19.276190476190475,24.6,17.6,92.71428571428571
2018-01-09,0.0,21.587500000000002,28.4,16.6,73.5
2018-01-10,0.0,23.38181818181818,28.6,18.8,64.45454545454545
2018-01-11,0.0,22.61304347826087,27.4,18.6,70.3913043478261
2018-01-12,8.600000000000001,20.595454545454544,26.2,17.3,80.5
2018-01-13,1.2,20.19,28.6,16.6,82.9
2018-01-14,6.799999999999999,20.881818181818183,28.1,17.7,81.4090909090909
2018-01-15,14.2,20.691666666666666,28.5,17.2,83.75
2018-01-16,7.200000000000001,21.96666666666667,28.6,16.7,74.79166666666667
2018-01-17,0.0,23.99047619047619,31.1,19.0,68.47619047619048
2018-01-18,0.0,24.576190476190476,30.5,18.8,57.19047619047619
2018-01-19,0.0,24.043478260869566,30.5,17.3,55.26086956521739
2018-01-20,0.0,24.25217391304348,31.6,17.2,60.73913043478261
2018-01-21,0.0,23.816666666666663,31.5,17.4,62.458333333333336
2018-01-22,0.0,23.908695652173908,32.0,18.6,64.30434782608695
2018-01-23,1.6,22.69130434782609,31.1,18.5,72.08695652173913
2018-01-24,2.8,22.581818181818182,30.3,18.0,77.9090909090909
2018-01-25,8.8,21.92608695652174,30.2,18.1,80.3913043478261
2018-01-26,1.2,22.768181818181816,29.8,18.3,73.95454545454545
2018-01-27,0.0,22.66956521739131,28.8,18.3,74.0
2018-01-28,0.0,22.931818181818183,29.1,19.3,72.4090909090909
2018-01-29,11.8,22.713636363636365,28.0,18.0,78.77272727272727
2018-01-30,9.6,20.48695652173913,26.0,18.6,90.6086956521739
2018-01-31,4.800000000000002,21.379166666666663,27.5,18.1,83.33333333333333
2018-02-01,0.0,21.082608695652176,28.9,15.0,69.6086956521739
