datetime,chuva,temp,temp_max,temp_min,umidade
2016-01-01,5.2,22.370833333333334,30.3,18.6,81.33333333333333
2016-01-02,17.0,21.90416666666667,28.6,19.0,85.0
2016-01-03,40.8,21.74166666666667,27.7,19.4,87.0
2016-01-04,1.4000000000000001,21.162499999999998,26.1,17.4,79.41666666666667
2016-01-05,0.0,22.075000000000003,28.4,17.7,65.58333333333333
2016-01-06,0.0,22.895833333333332,29.3,17.4,59.0
2016-01-07,0.0,24.170833333333334,31.4,17.2,60.291666666666664
2016-01-08,41.2,22.275000000000006,28.4,19.4,85.20833333333333
2016-01-09,12.8,22.150000000000006,27.5,19.5,86.08333333333333
2016-01-10,8.6,22.445833333333336,29.7,19.3,83.54166666666667
2016-01-11,25.0,21.083333333333332,25.0,19.2,88.875
2016-01-12,18.6,21.570833333333336,26.0,19.9,89.20833333333333
2016-01-13,7.000000000000001,21.870833333333334,26.1,20.4,89.125
2016-01-14,6.200000000000001,21.991666666666664,27.5,20.2,88.83333333333333
2016-01-15,40.000000000000014,21.399999999999995,25.3,20.0,92.41666666666667
2016-01-16,22.599999999999998,20.733333333333334,23.4,19.6,93.0
2016-01-17,0.2,19.95,23.1,17.7,82.16666666666667
2016-01-18,2.0,20.20833333333333,25.0,16.4,81.33333333333333
2016-01-19,1.0,21.6125,28.1,17.8,78.5
2016-01-20,6.2,21.995833333333337,28.8,18.1,78.5
2016-01-21,0.0,22.32083333333333,28.6,17.4,72.16666666666667
2016-01-22,0.2,21.416666666666668,28.9,16.1,67.29166666666667
2016-01-23,0.0,22.008333333333336,29.2,16.0,71.0
2016-01-24,0.0,22.704166666666666,28.1,18.5,69.875
2016-01-25,0.0,23.650000000000006,29.9,19.3,70.375
2016-01-26,0.0,23.891666666666662,31.3,18.4,71.70833333333333
2016-01-27,1.4,24.64583333333334,31.3,19.4,69.125
2016-01-28,69.0,21.29583333333333,25.6,19.3,88.83333333333333
2016-01-29,18.4,20.620833333333334,22.4,19.4,91.08333333333333
2016-01-30,0.2,22.575,29.1,18.3,75.33333333333333
2016-01-31,0.0,23.766666666666666,31.3,16.9,60.083333333333336
2016-02-01,0.0,24.491666666666664,31.4,16.2,50.041666666666664
2016-02-02,0.0,24.724999999999998,31.4,17.4,52.791666666666664
2016-02-03,0.0,25.054166666666664,31.4,18.7,59.0
2016-02-04,14.4,24.1875,31.5,18.1,65.45833333333333
2016-02-05,0.0,24.950000000000003,31.6,19.1,59.625
2016-02-06,2.0,23.599999999999998,30.4,19.2,70.5
2016-02-07,0.2,21.65833333333333,27.1,18.6,79.25
2016-02-08,2.8000000000000003,22.625,30.5,17.7,77.58333333333333
2016-02-09,0.0,24.191666666666666,30.7,18.6,66.04166666666667
2016-02-10,0.0,25.062500000000004,32.1,17.1,55.0
2016-02-11,4.0,23.099999999999998,29.4,19.7,75.125
2016-02-12,0.4,22.424999999999997,29.0,19.0,80.95833333333333
2016-02-13,0.0,22.92083333333333,28.9,17.5,71.08333333333333
2016-02-14,0.0,24.45416666666667,30.4,19.1,71.79166666666667
2016-02-15,7.6000000000000005,23.962500000000002,29.4,20.5,73.54166666666667
2016-02-16,20.0,21.895833333333332,28.7,18.7,82.91666666666667
2016-02-17,0.2,22.079166666666666,29.0,18.5,82.16666666666667
2016-02-18,1.0,23.38333333333333,30.3,19.2,78.41666666666667
2016-02-19,1.6,22.191666666666674,28.0,18.3,79.95833333333333
2016-02-20,7.6,23.0125,30.1,19.3,80.33333333333333
2016-02-21,12.999999999999998,20.829166666666666,27.0,17.3,85.25
2016-02-22,18.4,20.30833333333333,27.0,17.5,87.16666666666667
2016-02-23,31.599999999999998,20.624999999999996,27.3,17.5,86.58333333333333
2016-02-24,0.2,23.212500000000002,29.9,17.8,74.08333333333333
2016-02-25,17.8,21.558333333333334,29.5,17.8,81.5
2016-02-26,0.0,22.304166666666664,28.7,17.7,77.83333333333333
2016-02-27,0.0,23.762500000000003,30.1,20.0,74.0
2016-02-28,21.400000000000002,23.370833333333337,29.4,18.6,77.0
2016-02-29,17.4,21.608333333333334,29.4,18.9,84.54166666666667
2016-03-01,10.0,19.7125,23.7,17.7,91.75
2016-03-02,1.2,21.504166666666666,25.7,18.4,84.875
2016-03-03,4.0,21.366666666666664,25.5,18.9,83.16666666666667
2016-03-04,28.8,19.258333333333333,22.8,17.5,92.29166666666667
2016-03-05,0.2,19.654166666666672,25.6,16.2,86.91666666666667
2016-03-06,0.0,22.712500000000002,28.4,18.0,79.70833333333333
2016-03-07,17.0,22.675,28.8,18.3,79.25
2016-03-08,0.0,23.291666666666668,29.4,18.7,75.75
2016-03-09,0.0,23.512499999999992,29.5,19.2,70.5
2016-03-10,2.4,21.937499999999996,28.3,18.1,75.5
2016-03-11,37.60000000000001,21.483333333333334,26.3,19.4,88.29166666666667
2016-03-12,1.6,22.508333333333336,28.9,18.5,82.70833333333333
2016-03-13,2.2,22.9375,28.9,18.5,77.54166666666667
2016-03-14,0.0,22.7625,28.6,18.6,73.5
2016-03-15,0.0,23.316666666666663,29.1,18.8,68.45833333333333
2016-03-16,1.4,21.89583333333333,27.0,17.9,73.20833333333333
2016-03-17,0.2,21.412499999999998,27.5,18.4,76.54166666666667
2016-03-18,0.0,22.400000000000002,28.2,17.1,71.91666666666667
2016-03-19,0.0,23.14166666666667,30.4,16.8,67.91666666666667
2016-03-20,0.0,23.379166666666663,29.6,17.6,65.04166666666667
2016-03-21,0.0,23.366666666666664,29.6,18.1,63.541666666666664
2016-03-22,5.0,22.72916666666666,30.9,16.4,68.95833333333333
2016-03-23,0.0,23.53333333333333,31.1,17.9,71.04166666666667
2016-03-24,11.0,21.258333333333336,28.0,16.7,79.70833333333333
2016-03-25,1.2,23.00833333333333,29.8,19.1,78.375
2016-03-26,5.0,20.525,23.1,18.4,89.25
2016-03-27,11.0,21.67916666666667,28.6,16.7,82.79166666666667
2016-03-28,19.399999999999995,22.662499999999998,29.5,17.9,82.20833333333333
2016-03-29,13.4,21.99166666666667,29.3,17.7,80.58333333333333
2016-03-30,2.6,21.64166666666667,28.1,17.1,80.91666666666667
2016-03-31,0.0,23.229166666666668,29.6,18.1,72.33333333333333
2016-04-01,0.0,22.3125,29.5,17.0,72.33333333333333
2016-04-02,0.0,22.579166666666666,29.4,16.3,70.375
2016-04-03,0.0,23.412499999999994,30.4,18.3,69.25
2016-04-04,0.0,23.775000000000002,30.5,17.1,63.5
2016-04-05,0.0,22.245833333333334,28.5,16.3,63.458333333333336
2016-04-06,0.0,22.150000000000006,28.6,16.9,65.70833333333333
2016-04-07,0.0,21.995833333333337,28.6,14.9,64.875
2016-04-08,0.0,22.816666666666666,30.4,15.3,63.291666666666664
2016-04-09,0.0,23.17916666666666,30.8,15.9,60.708333333333336
2016-04-10,0.0,23.48333333333333,30.8,16.2,61.375
2016-04-11,0.0,23.4375,29.3,17.6,65.79166666666667
2016-04-12,0.0,23.92083333333333,29.5,18.6,61.625
2016-04-13,0.0,23.150000000000002,29.6,17.6,60.958333333333336
2016-04-14,0.0,23.04583333333333,28.3,18.4,64.16666666666667
2016-04-15,0.0,22.579166666666666,30.0,16.2,62.541666666666664
2016-04-16,0.0,23.00833333333333,29.5,16.2,57.0
2016-04-17,0.0,22.991666666666664,29.8,15.9,60.458333333333336
2016-04-18,0.0,23.8,30.2,18.0,60.708333333333336
2016-04-19,0.0,22.70833333333333,28.6,17.9,67.70833333333333
2016-04-20,0.0,22.083333333333332,29.7,16.2,63.791666666666664
2016-04-21,0.0,22.49166666666667,29.1,16.7,63.083333333333336
2016-04-22,0.0,22.108333333333334,29.7,14.7,59.833333333333336
2016-04-23,0.0,23.245833333333337,29.4,17.8,58.791666666666664
2016-04-24,0.0,21.999999999999996,29.4,15.7,60.375
2016-04-25,0.0,21.191666666666663,29.4,13.6,62.125
2016-04-26,0.0,22.666666666666668,28.0,18.3,60.875
2016-04-27,9.799999999999999,18.57083333333333,21.7,15.5,86.29166666666667
2016-04-28,0.6,17.308333333333334,23.6,13.4,80.20833333333333
2016-04-29,10.4,16.845833333333335,20.5,15.0,88.58333333333333
2016-04-30,2.2,17.724999999999998,21.8,16.2,84.33333333333333
2016-05-01,0.0,15.425000000000004,23.0,8.8,62.0
2016-05-02,0,,,,
2016-05-03,0,,,,
2016-05-04,0,,,,
2016-05-05,0,,,,
2016-05-06,0,,,,
2016-05-07,0,,,,
2016-05-08,0,,,,
2016-05-09,0,,,,
2016-05-10,0,,,,
2016-05-11,0,,,,
2016-05-12,0,,,,
2016-05-13,0,,,,
2016-05-14,0,,,,
2016-05-15,0,,,,
2016-05-16,0,,,,
2016-05-17,0,,,,
2016-05-18,0,,,,
2016-05-19,0,,,,
2016-05-20,0,,,,
2016-05-21,0,,,,
2016-05-22,0,,,,
2016-05-23,0,,,,
2016-05-24,0,,,,
2016-05-25,0,,,,
2016-05-26,0,,,,
2016-05-27,0,,,,
2016-05-28,0,,,,
2016-05-29,0,,,,
2016-05-30,0,,,,
2016-05-31,0.8,18.475,21.9,16.8,83.0
2016-06-01,0.0,17.691666666666663,23.3,13.6,86.79166666666667
2016-06-02,15.4,18.249999999999996,23.4,15.1,86.875
2016-06-03,23.199999999999996,16.18333333333333,19.6,13.7,93.875
2016-06-04,3.4000000000000004,19.287500000000005,24.4,16.9,88.25
2016-06-05,0.0,20.495833333333334,25.9,18.0,84.375
2016-06-06,4.0,21.104166666666664,26.1,17.4,80.95833333333333
2016-06-07,9.400000000000002,19.57916666666667,22.8,17.9,88.70833333333333
2016-06-08,2.6000000000000005,16.65416666666667,20.5,13.9,81.83333333333333
2016-06-09,0.2,14.491666666666667,20.5,9.6,68.04166666666667
2016-06-10,0.0,13.054166666666667,20.6,7.8,76.95833333333333
2016-06-11,0.0,13.754166666666665,19.8,7.6,55.0
2016-06-12,0.0,11.862499999999999,19.3,4.2,55.375
2016-06-13,0.0,11.508333333333333,20.5,4.3,62.166666666666664
2016-06-14,0.0,13.345833333333333,21.3,6.7,65.16666666666667
2016-06-15,0.0,14.654166666666663,22.4,8.5,70.95833333333333
