datetime,chuva,temp,temp_max,temp_min,umidade
2013-01-01,0.0,24.941666666666666,31.0,18.8,59.041666666666664
2013-01-02,0.6000000000000001,23.325,28.4,18.7,76.45833333333333
2013-01-03,2.2,21.791666666666668,26.7,19.3,87.79166666666667
2013-01-04,19.0,22.045833333333334,29.1,18.6,81.33333333333333
2013-01-05,1.4,22.86666666666667,29.1,18.4,75.91666666666667
2013-01-06,0.0,24.170833333333334,30.6,19.3,67.58333333333333
2013-01-07,2.0,21.383333333333336,29.2,17.0,83.16666666666667
2013-01-08,0.0,23.470833333333335,30.3,18.3,75.70833333333333
2013-01-09,34.0,21.125000000000004,27.3,19.1,91.625
2013-01-10,33.4,20.258333333333336,23.0,17.0,95.58333333333333
2013-01-11,46.2,18.316666666666666,21.1,17.0,96.20833333333333
2013-01-12,12.6,19.025,22.9,17.3,94.29166666666667
2013-01-13,28.4,19.8875,26.3,15.8,87.08333333333333
2013-01-14,56.4,17.350000000000005,19.7,15.8,98.125
2013-01-15,9.599999999999998,19.09583333333333,26.2,16.3,90.29166666666667
2013-01-16,27.6,20.38333333333333,25.8,17.5,90.25
2013-01-17,8.599999999999998,20.895833333333332,27.6,17.2,83.04166666666667
2013-01-18,1.0,21.312500000000004,28.6,16.5,79.875
2013-01-19,0.0,22.09583333333333,29.0,17.4,80.5
2013-01-20,0.4,21.112499999999997,27.2,16.8,81.58333333333333
2013-01-21,0.0,21.120833333333334,28.6,15.2,71.79166666666667
2013-01-22,0.0,20.970833333333335,27.9,14.7,69.33333333333333
2013-01-23,0.0,21.850000000000005,27.6,17.1,69.25
2013-01-24,1.2000000000000002,22.183333333333334,28.1,17.7,78.08333333333333
2013-01-25,0.0,24.045833333333334,29.4,20.8,77.04166666666667
2013-01-26,73.2,21.900000000000002,27.5,18.8,89.58333333333333
2013-01-27,30.0,22.36666666666667,29.1,19.3,87.79166666666667
2013-01-28,9.2,21.041666666666668,26.7,17.4,86.08333333333333
2013-01-29,5.6,20.875,27.7,18.1,88.79166666666667
2013-01-30,69.0,20.741666666666664,25.8,19.0,94.91666666666667
2013-01-31,0.2,21.379166666666666,25.3,19.0,89.70833333333333
2013-02-01,22.0,22.445833333333336,28.4,18.3,83.375
2013-02-02,21.0,21.566666666666663,29.8,18.2,86.66666666666667
2013-02-03,8.000000000000002,20.82083333333333,26.3,17.2,87.70833333333333
